timestamp,mood,song,Temperature,Humidity,MQ-2,BH1750FVI,Radar,Ultrasonic
2025-01-16 10:19:54,,1,57.2,36,OK,233.33333333333334,1,191.49
2025-01-16 10:21:00,,1,57.2,36,OK,233.33333333333334,1,497.2
2025-01-16 10:22:07,,1,57.2,36,OK,233.33333333333334,1,497.22
2025-01-16 10:23:14,,1,57.2,36,OK,233.33333333333334,1,497.39
2025-01-16 10:24:20,,1,57.2,36,OK,233.33333333333334,1,497.5
2025-01-16 10:25:26,,1,57.2,36,OK,233.33333333333334,1,497.04
2025-01-16 10:26:33,,1,57.2,36,OK,234.16666666666669,1,496.82
2025-01-16 10:27:40,,1,57.2,36,OK,233.33333333333334,1,190.97
2025-01-16 10:28:46,,1,57.2,36,OK,8.333333333333334,1,190.8
2025-01-16 10:29:53,,1,57.2,36,OK,8.333333333333334,1,191.75
2025-01-16 10:30:59,,1,57.2,36,OK,7.5,1,497.9
2025-01-16 10:32:06,,1,57.2,36,OK,7.5,1,497.98
2025-01-16 10:33:12,,1,57.2,36,OK,0.0,1,498.49
2025-01-16 10:34:19,,1,57.2,36,OK,0.0,1,498.16
2025-01-16 10:35:26,,1,57.2,36,OK,0.0,1,498.18
2025-01-16 10:36:32,,1,57.2,36,OK,0.0,1,498.56
2025-01-16 10:37:39,,1,57.2,36,OK,0.0,1,498.25
2025-01-16 10:38:46,,1,57.2,36,OK,0.0,1,498.63
2025-01-16 10:39:52,,1,57.2,36,OK,0.0,1,498.23
2025-01-16 10:40:59,,1,57.2,36,OK,0.0,1,498.63
2025-01-16 10:42:06,,1,57.2,36,OK,0.0,1,498.22
2025-01-16 10:43:12,,1,57.2,36,OK,0.0,1,498.25
2025-01-16 10:44:18,,1,57.2,36,OK,0.0,1,498.63
2025-01-16 10:45:25,,1,57.2,36,OK,0.0,1,498.25
2025-01-16 10:46:32,,1,57.2,36,OK,0.0,1,498.66
2025-01-16 10:47:39,,1,57.2,36,OK,0.0,1,498.21
2025-01-16 10:48:45,,1,57.2,36,OK,0.0,1,498.64
2025-01-16 10:49:51,,1,57.2,36,OK,0.0,1,498.65
