timestamp,mood,song,Temperature,Humidity,MQ-2,BH1750FVI,Radar,Ultrasonic
2025-01-17 15:47:57,,,68.0,56,OK,70.83333333333334,1,1207.56
2025-01-17 15:49:04,,,68.0,56,OK,69.16666666666667,1,1207.52
2025-01-17 15:50:10,,,68.0,56,OK,70.0,1,1207.7
2025-01-17 15:51:17,,,68.0,56,OK,69.16666666666667,1,1207.64
2025-01-17 15:52:24,,,68.0,56,OK,70.83333333333334,1,1207.58
2025-01-17 15:53:30,,,68.0,56,OK,70.0,1,1207.47
2025-01-17 15:54:37,,,68.0,56,OK,70.83333333333334,1,1207.53
2025-01-17 15:55:44,,,68.0,56,OK,70.0,1,1207.65
2025-01-17 15:56:50,,,68.0,56,OK,70.0,1,1207.63
2025-01-17 15:57:57,,,68.0,56,OK,70.83333333333334,1,1207.62
2025-01-17 15:59:04,,,68.0,56,OK,70.83333333333334,1,1207.48
2025-01-17 16:00:10,,,68.0,56,OK,70.0,1,1206.12
2025-01-17 16:01:17,,,68.0,56,OK,70.0,1,1207.6
2025-01-17 16:02:23,,,68.0,56,OK,70.0,1,1207.54
2025-01-17 16:03:30,,,68.0,56,OK,70.0,1,1207.77
2025-01-17 16:04:36,,,68.0,56,OK,70.83333333333334,1,1207.61
2025-01-17 16:05:43,,,68.0,56,OK,70.0,1,1207.53
2025-01-17 16:06:49,,,68.0,56,OK,69.16666666666667,1,1207.61
2025-01-17 16:07:56,,,68.0,56,OK,70.0,1,1206.07
2025-01-17 16:09:03,,,68.0,56,OK,69.16666666666667,1,1207.71
2025-01-17 16:10:09,,,68.0,56,OK,70.83333333333334,1,1207.65
2025-01-17 16:11:15,,,68.0,56,OK,70.83333333333334,1,1207.64
2025-01-17 16:12:22,,,68.0,56,OK,70.0,1,1207.6
2025-01-17 16:13:29,,,68.0,56,OK,70.83333333333334,1,1207.58
2025-01-17 16:14:35,,,68.0,56,OK,70.0,1,1207.56
2025-01-17 16:15:42,,,68.0,55,OK,70.0,1,1207.59
2025-01-17 16:16:49,,,68.0,56,OK,70.83333333333334,1,1207.67
2025-01-17 16:17:55,,,68.0,56,OK,70.0,1,1207.55
2025-01-17 16:19:02,,,68.0,55,OK,70.83333333333334,1,1207.57
2025-01-17 16:20:08,,,68.0,55,OK,70.83333333333334,1,1207.58
2025-01-17 16:21:15,,,68.0,55,OK,70.83333333333334,1,1207.46
2025-01-17 16:22:22,,,68.0,55,OK,70.0,1,1207.49
2025-01-17 16:23:28,,,68.0,55,OK,70.0,1,1207.5
2025-01-17 16:24:35,,,68.0,55,OK,70.0,1,1207.71
2025-01-17 16:25:41,,,68.0,55,OK,70.0,1,1207.7
2025-01-17 16:26:48,,,68.0,55,OK,70.0,1,1207.59
2025-01-17 16:27:54,,,68.0,55,OK,70.0,1,1207.77
2025-01-17 16:29:01,,,68.0,55,OK,70.83333333333334,1,1206.21
2025-01-17 16:30:08,,,68.0,55,OK,70.0,1,1207.8
2025-01-17 16:31:14,,,68.0,55,OK,70.83333333333334,1,1207.81
